"STATION","NAME","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-06-20","7.16",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"80",",,0","55",",,0",,,,,"17.9",",,X","28.0",",,X","    1",",,X","    1",",,X",,,,,,,,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-06-21","9.84",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"89",",,0","56",",,0",,,,,"36.0",",,X","46.1",",,X","    1",",,X","    1",",,X","    1",",,X",,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-06-22","8.95",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"91",",,0","54",",,0",,,,,"25.9",",,X","36.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-06-23","8.72",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"80",",,0","47",",,0",,,,,"17.0",",,X","31.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-06-24","11.86",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"95",",,0","54",",,0",,,,,"23.0",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-06-25","11.41",",,W","0.00","T,,0,2400",,,"0.0",",,0","0.0",",,0",,,"99",",,0","63",",,0",,,,,"33.1",",,X","45.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-06-26","11.18",",,W","0.01",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"90",",,0","57",",,0",,,,,"32.0",",,X","46.1",",,X",,,,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-06-27","6.49",",,W","0.00","T,,0,2400",,,"0.0",",,0","0.0",",,0",,,"83",",,0","54",",,0",,,,,"21.9",",,X","28.0",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-06-28","7.61",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"91",",,0","54",",,0",,,,,"15.0",",,X","21.9",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-06-29","10.74",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"93",",,0","60",",,0",,,,,"23.0",",,X","33.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-06-30","19.01",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"92",",,0","65",",,0",,,,,"29.1",",,X","34.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-01","10.51",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"94",",,0","61",",,0",,,,,"31.1",",,X","42.9",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-02","8.95",",,W","0.17",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"91",",,0","64",",,0",,,,,"25.9",",,X","30.0",",,X",,,,,,,,,"    1",",,0",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-03","8.50",",,W","0.01",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"97",",,0","58",",,0",,,,,"31.1",",,X","45.0",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-04","11.18",",,W","1.84",",,0,2400",,,"0.0","T,,0","0.0",",,0",,,"81",",,0","53",",,0",,,,,"38.9",",,X","48.1",",,X","    1",",,0",,,"    1",",,X","    1",",,0","    1",",,0",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-05","8.72",",,W","0.00","T,,0,2400",,,"0.0",",,0","0.0",",,0",,,"81",",,0","53",",,0",,,,,"15.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-06","10.29",",,W","0.01",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"89",",,0","56",",,0",,,,,"34.9",",,X","45.0",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-07","8.28",",,W","0.09",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"67",",,0","56",",,0",,,,,"21.0",",,X","23.9",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-08","8.28",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"74",",,0","56",",,0",,,,,"21.9",",,X","28.0",",,X","    1",",,W","    1",",,W",,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-09","6.71",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"82",",,0","53",",,0",,,,,"23.0",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-10","8.95",",,W","0.02",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"89",",,0","58",",,0",,,,,"32.0",",,X","36.9",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-11","8.05",",,W","0.00","T,,0,2400",,,"0.0",",,0","0.0",",,0",,,"89",",,0","54",",,0",,,,,"16.1",",,Z","28.0",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-12","10.51",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"91",",,0","57",",,0",,,,,"23.0",",,X","36.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-13","11.41",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"98",",,0","69",",,0",,,,,"23.9",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-14","10.29",",,W","0.00","T,,0,2400",,,"0.0",",,0","0.0",",,0",,,"95",",,0","61",",,0",,,,,"29.1",",,X","36.9",",,X",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-15","9.17",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"92",",,0","60",",,0",,,,,"21.9",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-16","8.50",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"95",",,0","63",",,0",,,,,"21.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-17","11.63",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"102",",,0","65",",,0",,,,,"31.1",",,X","38.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-18","8.05",",,W","0.01",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"93",",,0","65",",,0",,,,,"21.9",",,X","30.0",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-19","8.05",",,W","0.02",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"94",",,0","60",",,0",,,,,"28.0",",,X","36.9",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-20","10.29",",,W","0.01",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"78",",,0","60",",,0",,,,,"30.0",",,X","36.9",",,X",,,,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-21","6.71",",,W","0.00","T,,0,2400",,,"0.0",",,0","0.0",",,0",,,"89",",,0","60",",,0",,,,,"25.9",",,X","31.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-22","8.28",",,W","0.11",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"91",",,0","60",",,0",,,,,"25.9",",,X","32.0",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-23","9.62",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"94",",,0","61",",,0",,,,,"21.9",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-24","8.28",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"83",",,0","62",",,0",,,,,"25.1",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-25","11.18",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"89",",,0","59",",,0",,,,,"21.0",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-26","7.61",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"97",",,0","56",",,0",,,,,"16.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-27","9.62",",,W","0.05",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"97",",,0","61",",,0",,,,,"23.0",",,X","30.0",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-28","7.16",",,W","0.30",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"90",",,0","58",",,0",,,,,"29.1",",,X","38.0",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-29","8.72",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"92",",,0","62",",,0",,,,,"28.0",",,X","33.1",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-30","8.95",",,W","1.06",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"90",",,0","63",",,0",,,,,"40.9",",,X","48.1",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,"    1",",,W",,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-07-31","9.40",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"85",",,0","61",",,0",,,,,"21.0",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-01","8.95",",,W","0.68",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"91",",,0","64",",,0",,,,,"32.0",",,X","40.0",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-02","11.41",",,W","0.02",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"88",",,0","63",",,0",,,,,"30.0",",,X","36.0",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-03","6.93",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"85",",,0","58",",,0",,,,,"25.9",",,X","32.0",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-04","9.17",",,W","0.11",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"86",",,0","61",",,0",,,,,"36.9",",,X","44.1",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-05","6.04",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"85",",,0","59",",,0",,,,,"23.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-06","8.28",",,W","0.15",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"89",",,0","57",",,0",,,,,"36.9",",,X","42.9",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-07","8.72",",,W","0.07",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"93",",,0","59",",,0",,,,,"31.1",",,X","38.9",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,"    1",",,W",,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-08","8.72",",,W","0.00","T,,0,2400",,,"0.0",",,0","0.0",",,0",,,"87",",,0","62",",,0",,,,,"25.9",",,X","34.9",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-09","10.07",",,W","0.00","T,,0,2400",,,"0.0",",,0","0.0",",,0",,,"85",",,0","62",",,0",,,,,"29.1",",,X","36.0",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-10","7.61",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"88",",,0","58",",,0",,,,,"16.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-11","6.49",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"92",",,0","64",",,0",,,,,"21.9",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-12","14.09",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"91",",,0","65",",,0",,,,,"38.0",",,X","45.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-13","8.95",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"87",",,0","52",",,0",,,,,"19.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-14","9.62",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"79",",,0","54",",,0",,,,,"17.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-15","10.51",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"87",",,0","55",",,0",,,,,"25.9",",,X","33.1",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-16","7.38",",,W","0.00","T,,0,2400",,,"0.0",",,0","0.0",",,0",,,"83",",,0","56",",,0",,,,,"34.9",",,X","45.0",",,X","    1",",,0","    1",",,X","    1",",,X",,,,,,,,,"    1",",,W","    1",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-17","8.28",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"88",",,0","47",",,0",,,,,"21.9",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-18","8.95",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"96",",,0","67",",,0",,,,,"25.9",",,X","34.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-19","9.40",",,W","0.02",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"86",",,0","60",",,0",,,,,"25.1",",,X","38.0",",,Z","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-20","6.71",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"88",",,0","58",",,0",,,,,"15.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-21","13.87",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"94",",,0","62",",,0",,,,,"25.9",",,X","36.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-22","10.74",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"97",",,0","65",",,0",,,,,"23.9",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-23","9.84",",,W","0.00","T,,0,2400",,,"0.0",",,0","0.0",",,0",,,"86",",,0","58",",,0",,,,,"28.0",",,X","36.0",",,X",,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-24","11.86",",,W","0.00","T,,0,2400",,,"0.0",",,0","0.0",",,0",,,"81",",,0","55",",,0",,,,,"21.9",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-25","9.84",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"90",",,0","56",",,0",,,,,"21.9",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-26","9.62",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"95",",,0","59",",,0",,,,,"19.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-27","9.84",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"95",",,0","62",",,0",,,,,"31.1",",,X","44.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-28","9.62",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"93",",,0","66",",,0",,,,,"21.9",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-29","12.75",",,W","0.00","T,,0,2400",,,"0.0",",,0","0.0",",,0",,,"93",",,0","59",",,0",,,,,"33.1",",,X","44.1",",,X","    1",",,0",,,"    1",",,X",,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-30","12.08",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"87",",,0","58",",,0",,,,,"23.0",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-08-31","9.84",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"81",",,0","49",",,0",,,,,"21.0",",,X","25.1",",,X","    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-09-01","5.82",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"88",",,0","51",",,0",,,,,"14.1",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-09-02","10.07",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"71",",,0","47",",,0",,,,,"23.9",",,X","31.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-09-03","6.93",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"81",",,0","40",",,0",,,,,"15.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-09-04","8.05",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"93",",,0","54",",,0",,,,,"19.9",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-09-05","9.62",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"94",",,0","60",",,0",,,,,"21.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-09-06","13.87",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"76",",,0","47",",,0",,,,,"36.9",",,X","44.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-09-07","13.87",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"86",",,0","45",",,0",,,,,"28.0",",,X","34.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-09-08","11.63",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"86",",,0","56",",,0",,,,,"28.0",",,X","32.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-09-09","12.75",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"91",",,0","53",",,0",,,,,"28.0",",,X","34.9",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-09-10","9.62",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"80",",,0","43",",,0",,,,,"23.9",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2010-09-11","8.72",",,W","0.00",",,0,2400",,,"0.0",",,0","0.0",",,0",,,"83",",,0","42",",,0",,,,,"16.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
